SIM Count,RAM Size,Battery Size,Internal Memory,Version,Screen Size,SIM Type,Colour Name,Condition,Model Number,Model Name,Title,Price,Brand,Rating,Product Image,Product Link,Expandable Memory Type,Secondary Camera Resolution,Charging Type,Processor Speed,Secondary Camera,Product Weight,Display Type,Display Resolution Type,Operating System,Operating System Number,Processor Number,Fast Charging,What's In The Box,Network Frequency Band,Number of Cores,Glass Technology,Primary Camera Feature,Flash,Video Recording Resolution Type,Water/Dust Properties,Finish,Model Year,Network Type,Product Length,Product Height,Product Width/Depth,Maximum Expandable Memory,Primary Camera (MP),Voice Calling Capability,Processor Name,Sensor,Display Resolution,Refresh Rates,Operating System Version,Audio Jack,Camera Type,Battery Type,Pixels Per Inch,Network,Wireless
Dual SIM,8 GB,5000 mAh,256 GB,Middle East Version,6.5 in,Nano SIM,Blue/Black,New,SM-A155FZKIMEA,BSM-A155F/2D8N,Galaxy A15 Dual Sim Blue Black 8GB RAM 256GB 4G - Middle East Version,EGP 8470.00 Inclusive of VAT,Samsung,4.3,"['https://f.nooncdn.com/p/pnsku/N70029835V/45/_/1706611090/c8f22b46-f214-441b-bd7f-e0c3dd63a544.jpg', 'https://f.nooncdn.com/p/pnsku/N70029854V/45/_/1707827567/900a61f0-5f7d-4c7f-8c98-069b24ac06ca.jpg', 'https://f.nooncdn.com/p/pnsku/N70029836V/45/_/1703143846/aadd366c-aa03-43ae-9516-4ac7c96bf069.jpg']",https://www.noon.com/egypt-en/galaxy-a15-dual-sim-blue-black-8gb-ram-256gb-4g-middle-east-version/N70029835V/p/?o=dd0a2c4cf5ebffbf,MicroSD,13 MP,Type-C,,12 - 15.9 MP,,,,Android,,,,"USB-C Type Cable, SIM Tray Ejector, Quick Start Guide",LTE,,,Triple,,,,,2023,4G,,,,1 TB,50+5+2,,,,,90Hz,,,,,,,
Dual SIM,12 GB,5800 mAh,256 GB,Middle East Version,6.78 in,Nano SIM,Sunrise Orange,New,ALI-NX1,X9b,X9b Dual SIM 5G Sunrise Orange 12GB RAM 256GB - Middle East Version,EGP 13550.00 Inclusive of VAT,Honor,4.4,"['https://f.nooncdn.com/p/pnsku/N70019227V/45/_/1725374712/781c285d-07ba-4063-97e1-b3c4a6ce4957.jpg', 'https://f.nooncdn.com/p/pnsku/N70019226V/45/_/1707819297/52566d4e-30b6-4c38-b54f-8a8aa5871236.jpg', 'https://f.nooncdn.com/p/pnsku/N70019228V/45/_/1707819931/bf7f0896-3636-4862-b672-418bbfed975c.jpg']",https://www.noon.com/egypt-en/x9b-dual-sim-5g-sunrise-orange-12gb-ram-256gb-middle-east-version/N70019228V/p/?o=aa01f8d037961d6c,No Expandable Memory,16 MP,Type-C,2 GHz,16 - 31.9 MP,185 g,AMOLED,,Android,13,Qualcomm snapdragon SM6450,Yes,"Charger, USB
Type-C cable, guides, SIM tool",GSM/LTE,Octa Core,,Triple,LED,,Dust Resistant,,2023,5G,163.6 mm,75.5 mm,7.98 mm,,108+5+2,Yes,Qualcomm Snapdragon,"Fingerprint Scanner, Accelerometer, Proximity Sensors",,,,Type-C,,,,,
Dual SIM,2 GB,5000 mAh,64 GB,Middle East Version,6.6 in,Nano SIM,Crystal Green,New,"X6525 , X6525D",Smart 8,Smart 8 Dual SIM Crystal Green 2GB RAM 64GB 4G - Middle East Version,EGP 3650.00 Inclusive of VAT,Infinix,3.9,[],https://www.noon.com/egypt-en/smart-8-dual-sim-crystal-green-2gb-ram-64gb-4g-middle-east-version/N70105528V/p/?o=dce011eb1c72a53f,,,Type-C,,,,,,Android,,,,,LTE,,,,,,,,,4G,,,,,,Yes,,,,,,,,,,,
Dual SIM,12 GB,5000 mAh,256 GB,International Version,6.67 in,Nano SIM,Olive Green,New,Reno 12F,Reno 12F,Reno 12F 5G Dual SIM Olive Green 12GB RAM 256GB - International Version,EGP 12799.00 Inclusive of VAT,OPPO,4.5,"['https://f.nooncdn.com/p/pnsku/N70093961V/45/_/1721457133/a36bb626-cc5b-419b-938c-0ba64b6c8ce6.jpg', 'https://f.nooncdn.com/p/pnsku/N70093960V/45/_/1721457134/54d5b998-81c6-4fdd-9b0e-eca01f6979b7.jpg']",https://www.noon.com/egypt-en/reno-12f-5g-dual-sim-olive-green-12gb-ram-256gb-international-version/N70093961V/p/?o=b36412bbc163b54f,,,,,,,,,Android,,,,,,,,,,,,,2024,5G,,,,,,,,,1080x2400,,Android 14,,,,,,
Dual SIM,12 GB,5800 mAh,256 GB,Middle East Version,6.78 in,Nano SIM,Midnight Black,New,ALI-NX1,X9b,X9b Dual SIM 5G Midnight Black 12GB RAM 256GB - Middle East Version,EGP 13290.00 Inclusive of VAT,Honor,4.4,"['https://f.nooncdn.com/p/pnsku/N70019227V/45/_/1725374712/781c285d-07ba-4063-97e1-b3c4a6ce4957.jpg', 'https://f.nooncdn.com/p/pnsku/N70019226V/45/_/1707819297/52566d4e-30b6-4c38-b54f-8a8aa5871236.jpg', 'https://f.nooncdn.com/p/pnsku/N70019228V/45/_/1707819931/bf7f0896-3636-4862-b672-418bbfed975c.jpg']",https://www.noon.com/egypt-en/x9b-dual-sim-5g-midnight-black-12gb-ram-256gb-middle-east-version/N70019226V/p/?o=fba92887b0ca07da,No Expandable Memory,16 MP,Type-C,2 GHz,16 - 31.9 MP,185 g,AMOLED,,Android,13,Qualcomm snapdragon SM6450,Yes,"Charger, USB
Type-C cable, guides, SIM tool",GSM/LTE,Octa Core,,Triple,LED,,Dust Resistant,,2023,5G,163.6 mm,75.5 mm,7.98 mm,,108+5+2,Yes,Qualcomm Snapdragon,"Fingerprint Scanner, Accelerometer, Proximity Sensors",,,,Type-C,,,,,
Dual SIM,8 GB,5000 mAh,256 GB,Middle East Version,6.67 in,Nano SIM,Glowing Black,New,Realme 12x,12X,12x Glowing Black Dual SIM 8GB RAM 256GB 5G - Middle East Version,EGP 8175.00 Inclusive of VAT,realme,4.3,"['https://f.nooncdn.com/p/pnsku/N70064675V/45/_/1715855301/02a7eb79-0c5a-4124-b896-45b9ddad0c21.jpg', 'https://f.nooncdn.com/p/pnsku/N70064676V/45/_/1715855299/9121662f-9a33-4f77-9b33-052bd60d2147.jpg']",https://www.noon.com/egypt-en/12x-glowing-black-dual-sim-8gb-ram-256gb-5g-middle-east-version/N70064676V/p/?o=b94b2ca8b48bf2fe,,8 MP,Type-C,2.2 GHz,8 - 11.9 MP,,,,Android,14,MediaTek Dimensity 6100+,,,,Octa Core,,,,,,,,5G,,,,,50MP,Yes,MediaTek Dimensity,,,120Hz,Android 14,,,,,,
Dual SIM,4 GB,5100 mAh,128 GB,UAE Version,6.72 in,Micro SIM,Nebula Red,New,CPH2641,OPPO A3x,A3x Dual SIM Nebula Red 4GB RAM 128GB 4G - Middle East Version,EGP 5690.00 Inclusive of VAT,OPPO,4.2,"['https://f.nooncdn.com/p/pnsku/N70101872V/45/_/1724231475/05c076c0-a077-4138-a750-3734545d50f5.jpg', 'https://f.nooncdn.com/p/pnsku/N70101906V/45/_/1724231469/81c5effb-b75c-4e2a-a2fb-86c84126ab6e.jpg']",https://www.noon.com/egypt-en/a3x-dual-sim-nebula-red-4gb-ram-128gb-4g-middle-east-version/N70101872V/p/?o=b4576d3e5801433b,MicroSD,5 MP,Type-C,2.2 GHz,5 - 7.9 MP,,IPS LCD,HD,Android,,SM6375,Yes,,GSM/LTE/UMTS,Octa Core,,Dual,LED,1080p,,,2024,4G,,,,,,Yes,Qualcomm Snapdragon,"Accelerometer, Gyroscope, Digital compass",720x1612,90Hz,,3.5 mm,,,,,
Dual SIM,5 GB,5000 mAh,256 GB,International Version,6.7 in,Micro SIM,Red,New,Realme P1 Pro Dual Sim,Realme P1 Pro Dual Sim,"Realme P1 Pro Dual Sim – 256GB, 8GB Ram,5G",EGP 13299.00 Inclusive of VAT,realme,,[],https://www.noon.com/egypt-en/realme-p1-pro-dual-sim-256gb-8gb-ram-5g/N70118856V/p/?o=d34954c6f43bf45e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dual SIM,8 GB,5000 mAh,256 GB,Middle East Version,6.56 in,Nano SIM,Palm Blue,New,"X6528B, X6528",Hot 40i,Hot 40i Dual SIM Palm Blue 8+8GB RAM 256GB 4G - Middle East Version,EGP 5950.00 Inclusive of VAT,Infinix,4.2,"['https://f.nooncdn.com/p/pnsku/N70024026V/45/_/1710700304/ded4542b-6050-4a27-91a6-ad9c4a6a44a2.jpg', 'https://f.nooncdn.com/p/pnsku/N70024022V/45/_/1710700292/1d533494-0c85-459c-a2ce-fbee3600dec0.jpg', 'https://f.nooncdn.com/p/pnsku/N70024025V/45/_/1718065177/841cb2fc-7258-4889-aac1-14f60661a733.jpg', 'https://f.nooncdn.com/p/pnsku/N70024024V/45/_/1710700299/b8e017ea-f61e-4b2f-807a-b0c2a8793820.jpg']",https://www.noon.com/egypt-en/hot-40i-dual-sim-palm-blue-8-8gb-ram-256gb-4g-middle-east-version/N70024022V/p/?o=aeeaec00d461a76e,MicroSD,32 MP,Type-C,1.6 GHz,32 MP & Above,190 g,,,Android,13,Unisoc T606,,"Mobile, Plug , Headset, Clear Cover, Screen protector",LTE,Octa Core,,,,,,,2023,4G,163.59 mm,75.59 mm,8.3 mm,1 TB,50MP,Yes,Unisoc,"Fingerprint Scanner, Proximity Sensors, gyroscope",720x1612,,,,,,,,
Dual SIM,8 GB,5000 mAh,256 GB,International Version,6.67 in,Nano SIM,Midnight Black,New,"23117RA68G , 2312DRA50G",Note 13 Pro 8/256 Black,Redmi Note 13 Pro Dual SIM Midnight Black 8GB RAM 256GB - Global Version,EGP 10800.00 Inclusive of VAT,Xiaomi,4.4,"['https://f.nooncdn.com/p/pnsku/N70035011V/45/_/1706515760/1dcdc9bc-0b8d-40f5-ba5d-037956a0ab45.jpg', 'https://f.nooncdn.com/p/pnsku/N70035012V/45/_/1706515796/bb075c27-ee3f-4403-be81-d54ba0cf05ad.jpg', 'https://f.nooncdn.com/p/pnsku/N70035010V/45/_/1706515761/8d493030-678f-4e03-9f11-f349514d9dd9.jpg']",https://www.noon.com/egypt-en/redmi-note-13-pro-dual-sim-midnight-black-8gb-ram-256gb-global-version/N70035010V/p/?o=a0c502d4f1789cbb,MicroSD,16 MP,Type-C,2.2 GHz,16 - 31.9 MP,187 g,AMOLED,Full HD,Android,13,7th_generation_intel_kaby_lake_7y30_processor 4nm,Yes,Mobile Phone/ Adapter/ USB Type-C Cable/ SIM Eject Tool/ Protective Case/ Quick Start Guide/ Warranty Card/ Safety information,LTE,Octa Core,Gorilla Glass,Triple,,,,,,,161.1 mm,74.95 mm,7.98 mm,256 GB,200MP+8MP+2MP,,,"Proximity Sensors, ambient_light_sensor, Accelerometer",,120Hz,Android 13,,,,,,
Dual SIM,8 GB,5000 mAh,256 GB,Middle East Version,6.67 in,Nano SIM,Ice Blue,New,"23124RA7EO, 23129RAA4G",Redmi Note 13,Redmi Note 13 Dual SIM Ice Blue 8GB RAM 256GB 4G,EGP 8088.95 Inclusive of VAT,Xiaomi,4.5,"['https://f.nooncdn.com/p/pnsku/N70049951V/45/_/1709197363/4f9a734e-a41a-4ef2-aacb-a8b516000777.jpg', 'https://f.nooncdn.com/p/pnsku/N70050721V/45/_/1709291027/d105c113-412b-4736-9f6e-22a658e1ba53.jpg', 'https://f.nooncdn.com/p/pnsku/N70049993V/45/_/1709200959/38c0f055-14d3-4f71-87ba-8ff0485ae0fb.jpg']",https://www.noon.com/egypt-en/redmi-note-13-dual-sim-ice-blue-8gb-ram-256gb-4g/N70049951V/p/?o=ecb1c929135a1edb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dual SIM,8 GB,5000 mAh,256 GB,Middle East Version,6.6 in,Nano SIM,Awesome Ice Blue,New,SM-A556ELBWMEA,SM-A556ELBWMEA,Galaxy A55 Dual SIM Awesome Ice Blue 8GB RAM 256GB 5G - Middle East Version,EGP 17394.80 Inclusive of VAT,Samsung,4.5,"['https://f.nooncdn.com/p/pnsku/N70049910V/45/_/1715177755/49898279-41ca-4db4-a4b3-17cce2afbd85.jpg', 'https://f.nooncdn.com/p/pnsku/N70049934V/45/_/1709736882/09ef2f0e-5912-45b4-91c5-c3e32cb5da2d.jpg', 'https://f.nooncdn.com/p/pnsku/N70049902V/45/_/1709736864/dcb3ca1f-5361-49b3-89ea-312d58cfc1e0.jpg', 'https://f.nooncdn.com/p/pnsku/N70049935V/45/_/1709736891/46deabab-a3bc-4065-b80e-6b019c710758.jpg']",https://www.noon.com/egypt-en/galaxy-a55-dual-sim-awesome-ice-blue-8gb-ram-256gb-5g-middle-east-version/N70049910V/p/?o=d9555a39d2519a1d,MicroSD,32 MP,Type-C,,32 MP & Above,,,,Android,,,,,,,,,,,,,2023,5G,,,,,50+12+5,,,,2340x1080,120Hz,,,,,,,
Dual SIM,12 GB,5800 mAh,256 GB,Middle East Version,6.78 in,Nano SIM,Emerald Green,New,ALI-NX1,X9b,X9b Dual SIM 5G Emerald Green 12GB RAM 256GB - Middle East Version,EGP 13324.45 Inclusive of VAT,Honor,4.5,"['https://f.nooncdn.com/p/pnsku/N70019227V/45/_/1725374712/781c285d-07ba-4063-97e1-b3c4a6ce4957.jpg', 'https://f.nooncdn.com/p/pnsku/N70019226V/45/_/1707819297/52566d4e-30b6-4c38-b54f-8a8aa5871236.jpg', 'https://f.nooncdn.com/p/pnsku/N70019228V/45/_/1707819931/bf7f0896-3636-4862-b672-418bbfed975c.jpg']",https://www.noon.com/egypt-en/x9b-dual-sim-5g-emerald-green-12gb-ram-256gb-middle-east-version/N70019227V/p/?o=b3eb042184c719fb,No Expandable Memory,16 MP,Type-C,2 GHz,16 - 31.9 MP,185 g,AMOLED,,Android,13,Qualcomm snapdragon SM6450,Yes,"Charger, USB
Type-C cable, guides, SIM tool",GSM/LTE,Octa Core,,Triple,LED,,Dust Resistant,,2023,5G,163.6 mm,75.5 mm,7.98 mm,,108+5+2,Yes,Qualcomm Snapdragon,"Fingerprint Scanner, Accelerometer, Proximity Sensors",,,,Type-C,,,,,
Dual SIM,4 GB,5000 mAh,256 GB,Middle East Version,6.6 in,Nano SIM,Azure Blue,New,A70,A70,A70 Dual SIM Azure Blue 4GB RAM 256GB 4G - Middle East Version,EGP 4145.00 Inclusive of VAT,ITEL,4.2,"['https://f.nooncdn.com/p/pnsku/N70027156V/45/_/1701156383/bae812e8-a908-47e9-acf4-fc960a5e5759.jpg', 'https://f.nooncdn.com/p/pnsku/N70027159V/45/_/1701156153/0c13b5b6-4d9c-4159-8bd5-4b242bef24b8.jpg', 'https://f.nooncdn.com/p/pnsku/N70027160V/45/_/1701156243/be9e0f19-6f5d-46ce-a627-3c1710cb399d.jpg', 'https://f.nooncdn.com/p/pnsku/N70027157V/45/_/1701156193/1e032bd0-f4cd-44ea-aa51-b62371dda737.jpg']",https://www.noon.com/egypt-en/a70-dual-sim-azure-blue-4gb-ram-256gb-4g-middle-east-version/N70027156V/p/?o=c07e800167141b7d,,8 MP,Type-C,,8 - 11.9 MP,,,,,,T603,,,LTE,Octa Core,,,,,,,,4G,,,,,13MP,Yes,Unisoc,,,,,,,,,,
Dual SIM,8 GB,4852 mAh,256 GB,Middle East Version,6.7 in,Nano + eSIM,Natural Titanium,New,"MU6R3AH/A,MU793AA/A",iPhone 15 Pro Max,iPhone 15 Pro Max 256GB Natural Titanium 5G With FaceTime - Middle East Version,EGP 62222.00 Inclusive of VAT,Apple,4.6,"['https://f.nooncdn.com/p/pnsku/N53432493A/45/_/1694762141/b2ee3ac8-6f63-4829-a50e-635506aa09b7.jpg', 'https://f.nooncdn.com/p/pnsku/N53432591A/45/_/1694762153/a427f668-a7f9-4be4-b633-58f6bf8ccc6d.jpg', 'https://f.nooncdn.com/p/pnsku/N53432547A/45/_/1694762192/fd45d583-8af9-4ff3-8032-af4a5a3c553c.jpg', 'https://f.nooncdn.com/p/pnsku/N53432479A/45/_/1694762196/41851adf-464e-4d18-ac48-b8647ab2600b.jpg']",https://www.noon.com/egypt-en/iphone-15-pro-max-256gb-natural-titanium-5g-with-facetime-middle-east-version/N53432547A/p/?o=ddd24120e820128e,,,Type-C,,,,Dynamic AMOLED,,iOS,17,A17 Pro,Yes,,,Octa Core,,Triple,LED,,,,2023,5G,,,,,,Yes,Apple Bionic,,,120Hz,,,,,,,
Dual SIM,4 GB,6000 mAh,128 GB,Middle East Version,6.75 in,Nano SIM,Ocean Blue,New,RKY-LX2,X7a,X7a Dual SIM Ocean Blue 4GB RAM 128GB 4G LTE - Middle East Version,EGP 4875.00 Inclusive of VAT,Honor,4.3,"['https://f.nooncdn.com/p/v1686137293/N53380190A_1.jpg', 'https://f.nooncdn.com/p/v1686137294/N53380191A_1.jpg', 'https://f.nooncdn.com/p/v1686137294/N53380192A_1.jpg']",https://www.noon.com/egypt-en/x7a-dual-sim-ocean-blue-4gb-ram-128gb-4g-lte-middle-east-version/N53380191A/p/?o=c6709ffa75f47c2b,MicroSD,8 MP,Type-C,2.3 GHz,8 - 11.9 MP,,IPS LCD,,Android,,G37,,,,Octa Core,,Quad,,,,,2023,4G,,,,1 TB,50+5+2+2MP,,,,720x1600,,Android 12,,,,,,
Dual SIM,4 GB,5000 mAh,128 GB,Middle East Version,6.5 in,Nano SIM,Blue/Black,New,SM-A155FZKDMEA / SM-A156E/DS,BSM-A155F/1D4N,Galaxy A15 Dual Sim Blue Black 4GB RAM 128GB 4G - Middle East Version,EGP 6350.00 Inclusive of VAT,Samsung,4.4,"['https://f.nooncdn.com/p/pnsku/N70029832V/45/_/1706601417/c68be273-1532-4459-a8fc-19392b1b3521.jpg', 'https://f.nooncdn.com/p/pnsku/N70029833V/45/_/1707827506/fe9e2494-8a28-461d-9cbe-919e57b43ccc.jpg', 'https://f.nooncdn.com/p/pnsku/N70029834V/45/_/1703094041/92e034d5-5880-4b9a-8466-cf79fe22d2df.jpg']",https://www.noon.com/egypt-en/galaxy-a15-dual-sim-blue-black-4gb-ram-128gb-4g-middle-east-version/N70029832V/p/?o=fc0576ac04b4c6ba,MicroSD,13 MP,Type-C,,12 - 15.9 MP,,,,Android,,,,"USB-C Type Cable, SIM Tray Ejector, Quick Start Guide",LTE,,,Triple,,,,,2023,4G,,,,1 TB,50+5+2,,,,,90Hz,,,,,,,
Dual SIM,8 GB,5000 mAh,256 GB,International Version,6.6 in,Nano SIM,Green,New,OPPO Reno 12F,OPPO Reno 12F,Reno 12F 4G Dual SIM Olive Green 8GB RAM 256GB - International Version,EGP 10149.00 Inclusive of VAT,OPPO,4.4,[],https://www.noon.com/egypt-en/reno-12f-4g-dual-sim-olive-green-8gb-ram-256gb-international-version/N70101157V/p/?o=d7d180a20d1c005e,,,,,,,AMOLED,,Android,,,,,,,,,,,,,,4G,,,,,,,Octa-Core,,,120Hz,Android 14,,,,,,
Dual SIM,8 GB,5000 mAh,256 GB,Middle East Version,6.67 in,Nano SIM,Mint Green,New,"23124RA7EO, 23129RAA4G",Redmi Note 13,Redmi Note 13 Dual SIM Mint Green 8GB RAM 256GB 4G,EGP 9864.50 Inclusive of VAT,Xiaomi,4.5,"['https://f.nooncdn.com/p/pnsku/N70049951V/45/_/1709197363/4f9a734e-a41a-4ef2-aacb-a8b516000777.jpg', 'https://f.nooncdn.com/p/pnsku/N70050721V/45/_/1709291027/d105c113-412b-4736-9f6e-22a658e1ba53.jpg', 'https://f.nooncdn.com/p/pnsku/N70049993V/45/_/1709200959/38c0f055-14d3-4f71-87ba-8ff0485ae0fb.jpg']",https://www.noon.com/egypt-en/redmi-note-13-dual-sim-mint-green-8gb-ram-256gb-4g/N70049993V/p/?o=db059e271c9532ab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dual SIM,8 GB,5000 mAh,256 GB,Middle East Version,6.79 in,Nano SIM,black,New,Redmi 12,Redmi 12,Redmi 12 Dual SIM Midnight Black 8GB RAM 256GB 4G-Middle East Version,EGP 7800.00 Inclusive of VAT,Xiaomi,4.1,[],https://www.noon.com/egypt-en/redmi-12-dual-sim-midnight-black-8gb-ram-256gb-4g-middle-east-version/N70015943V/p/?o=ab94491a04f7df5e,,,Type-C,,,,,,Android,,MediaTek Helio G88(12nm),,,GSM/LTE,,,,LED,,,,2023,4G,,,,,,Yes,MediaTek Helio,,,90Hz,,,,,,,
Dual SIM,6 GB,5000 mAh,128 GB,UAE Version,6.7 in,Micro SIM,Silver,New,SG-SM-A057FZSHMEA,Samsung Galaxy A05s,Galaxy A05s Dual SIM Silver 6GB RAM 128GB 4G LTE - Middle East Version,EGP 6399.00 Inclusive of VAT,Samsung,4.6,[],https://www.noon.com/egypt-en/galaxy-a05s-dual-sim-silver-6gb-ram-128gb-4g-lte-middle-east-version/N70029200V/p/?o=f6af9db0b31b88fa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dual SIM,6 GB,5000 mAh,128 GB,Middle East Version,6.7 in,Nano SIM,Black,New,SM-A057FZKHMEA/SM-A057FZKGMEA,Galaxy A05s,Galaxy A05s Dual SIM Black 6GB RAM 128GB 4G LTE - Middle East Version,EGP 6399.00 Inclusive of VAT,Samsung,4.3,"['https://f.nooncdn.com/p/pnsku/N70027744V/45/_/1701414079/7ee4951f-e1a4-4d14-b2ea-57de07e6ca81.jpg', 'https://f.nooncdn.com/p/pnsku/N70027742V/45/_/1701414073/730bf770-f138-4aa1-bf0d-13652fe8d134.jpg', 'https://f.nooncdn.com/p/pnsku/N70027746V/45/_/1701414087/6d9d2b19-1b0d-4c15-bc8b-7f4c536e3de6.jpg']",https://www.noon.com/egypt-en/galaxy-a05s-dual-sim-black-6gb-ram-128gb-4g-lte-middle-east-version/N70027744V/p/?o=a59b5909cf39415e,MicroSD,2 MP,Type-C,,Upto 4.9 MP,,,,Android,,,,Usb-c Type Cable SIM Tray Ejector Quick Start Guide,LTE,,,,,,,,,4G,,,,1 TB,50+2+2 mp,,,,1080x2400,90Hz,,,,,,,
Dual SIM,6 GB,3877 mAh,128 GB,International Version,6.1 in,Nano + eSIM,Black,New,iPhone 15 128 International Version,iPhone 15,iPhone 15 128GB Black 5G With FaceTime - International Version,EGP 34386.70 Inclusive of VAT,Apple,4.6,"['https://f.nooncdn.com/p/pnsku/N53433298A/45/_/1694762142/3e3d796f-1083-4fdc-a155-65c36489b69d.jpg', 'https://f.nooncdn.com/p/pnsku/N53433297A/45/_/1694762206/4d099e8c-a2fa-47dc-8450-5cced0eff754.jpg', 'https://f.nooncdn.com/p/pnsku/N53433293A/45/_/1694762131/16e61562-6282-4ab0-9b20-e16675560d88.jpg', 'https://f.nooncdn.com/p/pnsku/N53432561A/45/_/1694762130/d781c274-56ba-4c4c-98a8-c46fc7a58fee.jpg', 'https://f.nooncdn.com/p/pnsku/N53433248A/45/_/1694762159/87534850-d03d-48ce-9109-f440e7184825.jpg']",https://www.noon.com/egypt-en/iphone-15-128gb-black-5g-with-facetime-international-version/N53433298A/p/?o=cc749a0f00c1f3ce,,,Type-C,,,,Dynamic AMOLED,,iOS,17,A16,Yes,,,Octa Core,,Dual,LED,,,,2023,5G,,,,,,Yes,Apple Bionic,,,60Hz,,,,,,,
Dual SIM,4 GB,5000 mAh,128 GB,Middle East Version,6.5 in,Nano SIM,Light Blue,New,SM-A155FLBDMEA,BSM-A155F/1D4N,Galaxy A15 Dual Sim Light Blue 4GB RAM 128GB 4G - Middle East Version,EGP 6350.00 Inclusive of VAT,Samsung,4.4,"['https://f.nooncdn.com/p/pnsku/N70029832V/45/_/1706601417/c68be273-1532-4459-a8fc-19392b1b3521.jpg', 'https://f.nooncdn.com/p/pnsku/N70029833V/45/_/1707827506/fe9e2494-8a28-461d-9cbe-919e57b43ccc.jpg', 'https://f.nooncdn.com/p/pnsku/N70029834V/45/_/1703094041/92e034d5-5880-4b9a-8466-cf79fe22d2df.jpg']",https://www.noon.com/egypt-en/galaxy-a15-dual-sim-light-blue-4gb-ram-128gb-4g-middle-east-version/N70029833V/p/?o=dc1ab26d90dc0aec,MicroSD,13 MP,Type-C,,12 - 15.9 MP,,,,Android,,,,"USB-C Type Cable, SIM Tray Ejector, Quick Start Guide",LTE,,,Triple,,,,,2023,4G,,,,1 TB,50+5+2,,,,,90Hz,,,,,,,
Dual SIM,8 GB,5000 mAh,256 GB,International Version,6.67 in,Nano SIM,Grey,New,Reno 12F,Reno 12F,Reno 12F 4G Dual SIM Grey 8GB RAM 256GB - International Version,EGP 10288.85 Inclusive of VAT,OPPO,4.8,[],https://www.noon.com/egypt-en/reno-12f-4g-dual-sim-grey-8gb-ram-256gb-international-version/N70100853V/p/?o=f07e52c4acff4d2f,,,,,,,,,Android,,,,,,,,,,,,,,,,,,,,,,,1080x2400,,,,,,,,
Dual SIM,8 GB,5000 mAh,8 GB,Middle East Version,6.6 in,Nano SIM,Awesome Navy,New,SM-A356EZKPMEA,SM-A356EZKPMEA,Galaxy A35 Dual SIM Awesome Navy 8GB RAM 128GB 5G - Middle East Version,EGP 12950.00 Inclusive of VAT,Samsung,4.5,"['https://f.nooncdn.com/p/pnsku/N70049810V/45/_/1715173536/8d42d30d-dd7d-4af5-b29b-cf2ef906bba8.jpg', 'https://f.nooncdn.com/p/pnsku/N70049901V/45/_/1709736864/baf974b5-40bb-4959-8aa3-3fe1f2699c04.jpg', 'https://f.nooncdn.com/p/pnsku/N70049911V/45/_/1709736902/40368dc2-ce51-48ca-89a4-cd6944cdf937.jpg', 'https://f.nooncdn.com/p/pnsku/N70049824V/45/_/1709736882/29e18071-5de5-4fb4-830d-7421ba528532.jpg']",https://www.noon.com/egypt-en/galaxy-a35-dual-sim-awesome-navy-8gb-ram-128gb-5g-middle-east-version/N70049824V/p/?o=d7c437bfda1d3d7f,MicroSD,13 MP,Type-C,,12 - 15.9 MP,,,,Android,,,,,,,,,,,,,2023,5G,,,,,50+8+2,,,,2340x1080,120Hz,,,,,,,
Dual SIM,8 GB,5000 mAh,8 GB,Middle East Version,6.6 in,Nano SIM,Awesome Ice Blue,New,"SM-A356ELBPMEA, SM-A356E/DS",SM-A356ELBPMEA,Galaxy A35 Dual SIM Awesome Ice Blue 8GB RAM 128GB 5G - Middle East Version,EGP 13399.00 Inclusive of VAT,Samsung,4.5,"['https://f.nooncdn.com/p/pnsku/N70049810V/45/_/1715173536/8d42d30d-dd7d-4af5-b29b-cf2ef906bba8.jpg', 'https://f.nooncdn.com/p/pnsku/N70049901V/45/_/1709736864/baf974b5-40bb-4959-8aa3-3fe1f2699c04.jpg', 'https://f.nooncdn.com/p/pnsku/N70049911V/45/_/1709736902/40368dc2-ce51-48ca-89a4-cd6944cdf937.jpg', 'https://f.nooncdn.com/p/pnsku/N70049824V/45/_/1709736882/29e18071-5de5-4fb4-830d-7421ba528532.jpg']",https://www.noon.com/egypt-en/galaxy-a35-dual-sim-awesome-ice-blue-8gb-ram-128gb-5g-middle-east-version/N70049810V/p/?o=cacb62dd4fc319fe,MicroSD,13 MP,Type-C,,12 - 15.9 MP,,,,Android,,,,,,,,,,,,,2023,5G,,,,,50+8+2,,,,2340x1080,120Hz,,,,,,,
